"Ano/mês";" Idade ignorada";"Ate 30 dias";"30 dias a 1 ano";"2 meses";"3 meses";"4 meses";"5 meses";"6 meses";"7 meses";"Menor de 1 ano";"1 ano";"2 anos";"3 anos";"4 anos";"5 anos";"6 anos";"9 anos";"10 anos";"11 anos";"12 anos";"13 anos";"14 anos";"15 anos";"16 anos";"17 anos";"18 anos";"19 anos";"1 a 2 anos";"1 a 4 anos";"1 a 11 anos";"2 a 4 anos";"3 a 8 anos";"5 a 6 anos";"5 a 8 anos";"5 a 9 anos";"5 a 10 anos";"5 a 12 anos";"5 anos e mais";"7 a 9 anos";"7 a 11 anos";"7 a 14 anos";"7 a 17 anos";"7 anos e mais";"9 a 12 anos";"10 a 11 anos";"10 a 14 anos";"11 a 14 anos";"7 a 8 anos";"12 a 14 anos";"13 a 14 anos";"13 a 19 anos";"15 a 16 anos";"15 a 19 anos";"15 a 49 anos";"15 a 59 anos";"17 a 19 anos";"18 a 19 anos";"20 a 24 anos";"20 a 29 anos";"20 a 59 anos";"20 a 25 anos";"20 a 26 anos";"26 a 27 anos";"27 e mais";"25 a 29 anos";"30 a 34 anos";"30 a 39 anos";"35 a 39 anos";"40 a 44 anos";"40 a 49 anos";"45 a 49 anos";"50 a 59 anos";"60 a 64 anos";"60 anos e mais";"65 a 69 anos";"65 anos e mais";"70 a 74 anos";"75 a 79 anos";"80 a 84 anos";"85 a 89 anos";"90 anos e mais";"Gestantes 10 a 11 anos";"Gestantes 12 a 14 anos";"Gestantes 15 a 49 anos";"Não gestantes 12 a 14 anos";"Não gestantes 12 a 49 anos";"Não gestantes 15 a 49 anos";"Homens 12 a 14 anos";"Homens 12 a 49 anos";"Homens 15 a 49 anos";"Sem discriminação de idade";"Ignorado";" Total"
"2008/Jul";"0";"0";"0";"230949";"15197";"189529";"14448";"0";"0";"2586071";"722019";"53766";"34713";"276232";"0";"0";"0";"0";"0";"14449";"0";"0";"0";"0";"0";"0";"0";"19087";"30317";"0";"8897";"26473";"230228";"18722";"17403";"12502";"0";"0";"0";"82586";"1060";"113";"1611";"25603";"0";"57869";"44093";"0";"0";"13815";"33213";"20857";"102021";"0";"321400";"24828";"34";"38251";"41175";"467815";"0";"0";"0";"0";"43914";"30463";"34940";"21223";"11984";"0";"8445";"98706";"0";"192591";"0";"0";"0";"0";"0";"0";"0";"0";"11092";"232184";"37054";"0";"275845";"31987";"2043";"373744";"0";"0";"7183561"
"2008/Ago";"0";"0";"0";"226317";"16616";"199736";"15976";"0";"0";"5888343";"831102";"92696";"67596";"442395";"0";"0";"0";"0";"0";"35482";"0";"0";"0";"0";"0";"0";"0";"10132";"11776063";"0";"13956";"14477";"321891";"25415";"7279";"15719";"0";"324285";"0";"125221";"1221";"101";"1092";"27881";"0";"81078";"77281";"0";"2320011";"49978";"33640";"53096";"3271738";"0";"422513";"72599";"23";"161028";"27253496";"644026";"0";"0";"0";"0";"179849";"128098";"21257773";"129943";"23976";"0";"15807";"111274";"0";"138042";"0";"0";"0";"0";"0";"0";"0";"0";"13282";"252294";"57570";"0";"515779";"49656";"8156";"690154";"0";"0";"78493152"
"2008/Set";"0";"0";"0";"212664";"14612";"192881";"14218";"0";"0";"2535306";"647520";"43809";"27924";"211921";"0";"0";"0";"0";"0";"35353";"0";"0";"0";"0";"0";"0";"0";"5183";"43497";"0";"8707";"8037";"185804";"21122";"4742";"10617";"0";"0";"0";"95798";"1093";"115";"1260";"21010";"0";"63791";"54182";"0";"325576";"32541";"25009";"41051";"601072";"0";"362990";"55330";"33";"143249";"3565065";"534536";"0";"0";"0";"0";"180693";"125064";"2863937";"116724";"19226";"0";"11118";"106433";"0";"120130";"0";"0";"0";"0";"0";"0";"0";"0";"12206";"243935";"46351";"0";"416069";"39058";"2618";"585097";"0";"0";"15036277"
"2008/Out";"0";"0";"0";"217365";"15832";"194910";"15035";"0";"0";"2613224";"639255";"27975";"15644";"163773";"0";"0";"0";"0";"0";"10465";"0";"0";"0";"0";"0";"0";"0";"3680";"42960";"0";"7107";"5084";"159910";"20168";"3356";"7873";"0";"0";"0";"62373";"934";"164";"1289";"17763";"0";"35699";"33879";"0";"105212";"12433";"21470";"18134";"218670";"0";"175665";"22644";"62";"41137";"588212";"347534";"0";"0";"0";"0";"47686";"32799";"534292";"32170";"8201";"0";"4895";"76297";"0";"88454";"0";"0";"0";"0";"0";"0";"0";"0";"10563";"228044";"33564";"0";"266702";"28135";"2007";"368291";"0";"0";"7628990"
"2008/Nov";"0";"0";"0";"218968";"15212";"185587";"16354";"0";"0";"2610233";"667349";"28022";"14122";"178289";"0";"0";"0";"0";"0";"8639";"0";"0";"0";"0";"0";"0";"0";"3555";"43982";"0";"6629";"4579";"170192";"20568";"4250";"8320";"0";"0";"0";"62533";"956";"98";"1214";"18425";"0";"39397";"34812";"0";"60384";"10233";"22730";"14565";"167637";"0";"165073";"18247";"31";"28836";"322431";"313622";"0";"0";"0";"0";"32104";"21169";"283357";"19867";"6298";"0";"3918";"75228";"0";"88470";"0";"0";"0";"0";"0";"0";"0";"0";"10541";"235872";"32856";"0";"256686";"29030";"254";"343071";"0";"0";"6924795"
"2008/Dez";"0";"0";"0";"195902";"14229";"172110";"13769";"0";"0";"2403501";"601588";"29115";"18111";"162939";"0";"0";"0";"0";"0";"8780";"0";"0";"0";"0";"0";"0";"0";"1720";"37724";"0";"8338";"2310";"152307";"18755";"23974";"7367";"0";"0";"0";"59173";"736";"107";"1220";"18072";"0";"60116";"28301";"0";"421811";"8877";"21045";"13964";"656175";"0";"322904";"16980";"61";"30447";"1973185";"257533";"0";"0";"0";"0";"36723";"25536";"1609843";"20703";"6206";"0";"3776";"68932";"0";"112159";"0";"0";"0";"0";"0";"0";"0";"0";"10341";"204328";"29343";"0";"212107";"27431";"791";"290541";"0";"0";"10422006"
"2009/Jan";"0";"0";"0";"229663";"17692";"205570";"17149";"0";"0";"3326659";"702085";"31993";"19655";"196740";"0";"0";"0";"0";"0";"8022";"0";"0";"0";"0";"0";"0";"0";"924";"35779";"0";"5926";"1240";"185738";"17881";"49353";"6898";"0";"0";"0";"65136";"669";"103";"1106";"17915";"0";"105160";"29354";"0";"0";"7377";"20206";"13915";"73622";"0";"623182";"19769";"80";"34163";"0";"259311";"0";"0";"0";"0";"39864";"27989";"0";"19239";"6247";"0";"3859";"76946";"0";"172050";"0";"0";"0";"0";"0";"0";"0";"0";"11516";"237136";"32013";"0";"237291";"30431";"1335";"319192";"0";"0";"7545143"
"2009/Fev";"0";"0";"0";"198842";"14126";"169522";"13408";"0";"0";"2928607";"704786";"32153";"16590";"208299";"0";"0";"0";"0";"0";"6973";"0";"0";"0";"0";"0";"0";"0";"1328";"35195";"0";"6418";"1469";"205007";"18579";"28407";"7472";"0";"0";"0";"64312";"675";"114";"1586";"18832";"0";"75012";"28409";"0";"0";"6350";"22759";"13477";"79964";"0";"417402";"19593";"58";"33083";"0";"298135";"0";"0";"0";"0";"35851";"21971";"0";"15052";"6320";"0";"3883";"75742";"0";"129734";"0";"0";"0";"0";"0";"0";"0";"0";"11213";"224767";"32615";"0";"240439";"29517";"763";"325824";"0";"0";"6830633"
"2009/Mar";"0";"0";"0";"236060";"16105";"201628";"15364";"0";"0";"3363055";"780463";"37665";"19127";"232431";"0";"0";"0";"0";"0";"9359";"0";"0";"0";"0";"0";"0";"0";"4150";"36370";"0";"7132";"4787";"232849";"16221";"37702";"8361";"0";"0";"0";"66277";"932";"40";"887";"17511";"0";"81883";"109160";"0";"0";"9093";"22122";"16414";"161552";"0";"495620";"26385";"36";"43020";"0";"369072";"0";"0";"0";"0";"44214";"28878";"0";"19354";"7909";"0";"5155";"81028";"0";"144895";"0";"0";"0";"0";"0";"0";"0";"0";"11146";"246329";"36142";"0";"269514";"31948";"822";"371406";"0";"0";"7977573"
"2009/Abr";"0";"0";"0";"220158";"14227";"178170";"13638";"0";"0";"3094258";"727472";"58538";"42517";"263941";"0";"0";"0";"0";"0";"9621";"0";"0";"0";"0";"0";"0";"0";"10805";"36225";"0";"7548";"20574";"234380";"17082";"158007";"9037";"0";"0";"0";"66486";"2900";"3";"998";"26634";"0";"239042";"72374";"0";"0";"8683";"34859";"16345";"128917";"0";"1550125";"23580";"10";"40067";"0";"416468";"0";"0";"0";"0";"40209";"27331";"0";"18639";"7993";"0";"5751";"99350";"5154841";"745965";"3795002";"0";"2834782";"2035574";"1354181";"614073";"294456";"0";"10976";"232531";"35625";"0";"272831";"31661";"1524";"361575";"0";"0";"25718559"
"2009/Mai";"0";"0";"0";"222087";"14936";"192775";"14057";"0";"0";"3140731";"749748";"53934";"36749";"266848";"0";"0";"0";"0";"0";"10265";"0";"0";"0";"0";"0";"0";"0";"36946";"39751";"0";"10655";"74768";"244330";"18400";"110168";"12793";"0";"0";"0";"76280";"809";"31";"765";"57158";"0";"187978";"87421";"0";"0";"9485";"76753";"18965";"155025";"0";"1167381";"23529";"32";"34398";"0";"854365";"0";"0";"0";"0";"34783";"24576";"0";"16311";"8538";"0";"6126";"118029";"0";"923028";"0";"0";"0";"0";"0";"0";"0";"0";"12373";"233646";"43324";"0";"298099";"37755";"1113";"374114";"0";"0";"10132131"
"2009/Jun";"0";"0";"0";"240756";"16101";"198144";"14906";"0";"0";"6515329";"963639";"106369";"69432";"679674";"0";"0";"0";"0";"0";"10193";"0";"0";"0";"0";"0";"0";"0";"41062";"11947407";"0";"9075";"70408";"523514";"18310";"32099";"13900";"0";"330428";"0";"82508";"845";"54";"777";"46332";"0";"89520";"84903";"0";"0";"9580";"63362";"17784";"150588";"0";"353154";"20134";"38";"29550";"0";"800459";"0";"0";"0";"0";"28998";"20407";"0";"14576";"7216";"0";"4935";"94844";"0";"281607";"0";"0";"0";"0";"0";"0";"0";"0";"11936";"228110";"45611";"0";"279349";"40099";"475";"361266";"0";"0";"24969763"
"2009/Jul";"0";"0";"0";"222120";"14707";"193355";"13542";"0";"0";"3028385";"740248";"61279";"37865";"386602";"0";"0";"0";"0";"0";"8048";"0";"0";"0";"0";"0";"0";"0";"27643";"39418";"0";"8977";"40013";"285039";"19738";"11759";"9381";"0";"0";"0";"72137";"879";"179";"941";"30668";"0";"58294";"57825";"0";"0";"7288";"40492";"17487";"123993";"0";"221048";"18471";"66";"26354";"0";"522612";"0";"0";"0";"0";"24590";"17613";"0";"12186";"6642";"0";"4623";"95052";"0";"197599";"0";"0";"0";"0";"0";"0";"0";"0";"11344";"228765";"38814";"0";"264530";"33836";"649";"357686";"0";"0";"7640782"
"2009/Ago";"0";"0";"0";"223578";"15114";"209652";"15040";"0";"0";"3147442";"737665";"44873";"24436";"283503";"0";"0";"0";"0";"0";"7816";"0";"0";"0";"0";"0";"0";"0";"18637";"35463";"0";"7942";"26241";"226517";"18253";"7675";"9739";"0";"0";"0";"68585";"844";"228";"844";"27748";"0";"56510";"49825";"0";"0";"7663";"35041";"18042";"117966";"0";"197442";"17472";"94";"26585";"0";"462477";"0";"0";"0";"0";"24022";"17210";"0";"12398";"6891";"0";"5114";"84568";"0";"140563";"0";"0";"0";"0";"0";"0";"0";"0";"11342";"232784";"37367";"0";"268541";"34450";"549";"363088";"0";"0";"7385839"
"2009/Set";"0";"0";"0";"222481";"14966";"202025";"15611";"0";"0";"6541585";"903124";"80969";"52093";"533740";"0";"0";"0";"0";"0";"22312";"0";"0";"0";"0";"0";"0";"0";"18290";"11960157";"0";"8190";"21115";"375775";"18146";"7665";"10871";"0";"234862";"0";"73470";"772";"182";"1126";"22339";"0";"65329";"70170";"0";"0";"27659";"27665";"33041";"133643";"0";"217300";"37443";"74";"50100";"0";"415339";"0";"0";"0";"0";"46797";"29184";"0";"24515";"7214";"0";"5086";"89299";"0";"139197";"0";"0";"0";"0";"0";"0";"0";"0";"12012";"233517";"44717";"0";"277345";"36659";"622";"358858";"0";"0";"23724651"
"2009/Out";"0";"0";"0";"206286";"12836";"185188";"13740";"0";"0";"2946815";"654114";"43396";"25216";"280326";"0";"0";"0";"0";"0";"12559";"0";"0";"0";"0";"0";"0";"0";"7770";"42409";"0";"8160";"10755";"208290";"17677";"5843";"8864";"0";"0";"0";"62444";"648";"132";"694";"18540";"0";"71221";"71977";"0";"0";"13548";"26273";"22896";"126396";"0";"191643";"23664";"80";"31627";"0";"348954";"0";"0";"0";"0";"27983";"21447";"0";"15905";"6584";"0";"5036";"79970";"0";"106673";"0";"0";"0";"0";"0";"0";"0";"0";"10499";"221957";"38139";"0";"258145";"32478";"580";"342593";"0";"0";"6868970"
"2009/Nov";"0";"0";"0";"227614";"14339";"193445";"14392";"0";"0";"3307568";"691235";"30169";"15677";"217816";"0";"0";"0";"0";"0";"20244";"0";"0";"0";"0";"0";"0";"0";"3868";"42052";"0";"196215";"4585";"181540";"26146";"7392";"9259";"0";"0";"0";"60721";"652";"142";"698";"17791";"0";"71155";"77385";"0";"0";"25605";"24344";"35789";"131410";"0";"201034";"37753";"41";"25155";"0";"364454";"0";"0";"0";"0";"23819";"17280";"0";"12941";"6770";"0";"4662";"79796";"0";"111181";"0";"0";"0";"0";"0";"0";"0";"0";"10761";"230123";"36800";"0";"254903";"33784";"617";"344151";"0";"0";"7445273"
"2009/Dez";"0";"0";"0";"198755";"12967";"172660";"13785";"0";"0";"2809367";"613800";"24012";"12056";"183215";"0";"0";"0";"0";"0";"7683";"0";"0";"0";"0";"0";"0";"0";"2294";"36077";"0";"29578";"3006";"152218";"18779";"9325";"7007";"0";"0";"0";"49766";"498";"95";"648";"18123";"0";"62763";"53396";"0";"0";"7846";"22910";"14715";"107755";"0";"203104";"15991";"59";"18810";"0";"315187";"0";"0";"0";"0";"18832";"13098";"0";"10226";"5502";"0";"3556";"70456";"0";"104341";"0";"0";"0";"0";"0";"0";"0";"0";"10160";"206244";"30208";"0";"212789";"26773";"457";"290956";"0";"0";"6201848"
"2010/Jan";"0";"0";"0";"221546";"14427";"206124";"14000";"0";"0";"2742005";"745756";"27824";"14530";"232990";"0";"0";"0";"0";"0";"6605";"0";"0";"0";"0";"0";"0";"0";"1326";"34784";"0";"8880";"1780";"202515";"17778";"23728";"6436";"0";"0";"0";"57297";"515";"99";"940";"17995";"0";"82016";"30202";"0";"0";"5590";"23764";"15488";"83392";"0";"325096";"14551";"65";"19171";"0";"299054";"0";"0";"0";"0";"18199";"13350";"0";"9619";"5137";"0";"3783";"77502";"0";"124162";"0";"0";"0";"0";"0";"0";"0";"0";"10963";"234138";"31898";"0";"238189";"30990";"501";"323811";"0";"0";"6620511"
"2010/Fev";"0";"0";"0";"195145";"12994";"177660";"12723";"0";"0";"2532088";"781728";"28387";"13576";"222978";"1";"0";"0";"0";"0";"6633";"0";"0";"0";"0";"0";"0";"0";"746";"29999";"0";"24827";"1060";"187387";"14803";"15653";"6368";"0";"0";"0";"54324";"510";"73";"1457";"15335";"0";"70804";"26468";"0";"0";"6196";"23041";"15571";"83496";"0";"289534";"16597";"39";"21850";"0";"294699";"0";"0";"0";"0";"20669";"15548";"0";"11101";"6024";"0";"4418";"74063";"0";"108920";"0";"0";"0";"0";"0";"0";"0";"0";"9749";"220193";"30134";"0";"233039";"27772";"427";"332212";"0";"0";"6279019"
"2010/Mar";"0";"0";"0";"231810";"15475";"201053";"15657";"0";"0";"3094038";"1183111";"40017";"16847";"274449";"64";"0";"0";"0";"0";"7596";"0";"0";"0";"0";"0";"0";"0";"5451";"36056";"0";"12920";"2048";"237732";"15263";"8996";"8400";"0";"0";"0";"66300";"555";"148";"927";"17049";"0";"81960";"39984";"0";"0";"6895";"23039";"17803";"122220";"0";"309909";"22217";"50";"25087";"0";"400370";"0";"0";"0";"0";"23210";"18150";"0";"13148";"7933";"0";"5747";"110221";"0";"125992";"0";"0";"0";"0";"0";"0";"0";"0";"12100";"285579";"37945";"0";"315865";"33958";"718";"407270";"0";"0";"7939332"
"2010/Abr";"0";"0";"0";"209913";"13494";"167744";"12868";"0";"0";"2848838";"1142608";"43507";"16606";"276649";"214";"0";"0";"0";"0";"7469";"0";"0";"0";"0";"0";"0";"0";"3219";"28069";"0";"28437";"7871";"245572";"13779";"9052";"8727";"0";"0";"0";"72732";"726";"71";"974";"18084";"0";"100482";"41908";"0";"0";"6332";"23230";"16436";"148346";"0";"558367";"18583";"29";"42795";"0";"630348";"0";"0";"0";"0";"42656";"16834";"0";"10965";"6822";"0";"5173";"140667";"5036046";"259166";"3632214";"0";"2709774";"1877334";"1254910";"580094";"270668";"0";"13449";"261138";"48592";"0";"514495";"40043";"594";"649881";"0";"0";"24135594"
"2010/Mai";"0";"0";"0";"206223";"15373";"176805";"14055";"0";"0";"2909142";"971055";"39439";"18580";"280164";"94";"0";"0";"0";"0";"7673";"0";"0";"0";"0";"0";"0";"0";"7103";"31026";"0";"14079";"18050";"245892";"18059";"8532";"9631";"0";"0";"0";"73968";"602";"110";"1452";"63049";"0";"106517";"47713";"0";"0";"6712";"30962";"15688";"133542";"0";"486303";"14158";"31";"20123";"0";"557052";"0";"0";"0";"0";"19441";"21849";"0";"16219";"5751";"0";"4014";"133421";"135633";"596794";"96492";"0";"74069";"49457";"32006";"17292";"9018";"0";"12575";"233199";"48694";"0";"461433";"41400";"777";"592986";"0";"0";"9151477"
"2010/Jun";"0";"0";"0";"225054";"17413";"183940";"16178";"0";"0";"6174584";"1093732";"79790";"54451";"490001";"208";"0";"0";"0";"0";"7292";"0";"0";"0";"0";"0";"0";"0";"9367";"11351665";"0";"26282";"23403";"373130";"15747";"11242";"8969";"0";"173119";"0";"72215";"626";"92";"1660";"29152";"0";"111513";"44300";"0";"0";"6537";"65103";"13869";"114537";"0";"341559";"12071";"75";"15340";"0";"480409";"0";"0";"0";"0";"15587";"13400";"0";"9676";"5042";"0";"3255";"110184";"2140";"269956";"1641";"0";"1198";"944";"671";"231";"94";"0";"12023";"212680";"46172";"0";"337937";"39989";"651";"418041";"0";"0";"23146137"
"2010/Jul";"0";"0";"0";"217322";"16999";"180413";"16279";"0";"0";"3091861";"889422";"42871";"24472";"273424";"218";"0";"0";"0";"0";"6184";"0";"0";"0";"0";"0";"0";"0";"8197";"35695";"0";"17778";"20005";"217263";"18425";"7440";"8295";"0";"0";"0";"59922";"656";"155";"953";"22558";"0";"93542";"38887";"0";"0";"5271";"30775";"14521";"110868";"0";"257186";"12588";"42";"14265";"0";"420557";"0";"0";"0";"0";"13954";"11150";"0";"7701";"5122";"0";"3574";"99223";"0";"186196";"0";"0";"0";"0";"0";"0";"0";"0";"10739";"211169";"38215";"0";"293345";"35213";"665";"375531";"0";"0";"7467106"
"2010/Ago";"0";"0";"0";"236153";"19547";"207533";"18975";"0";"0";"6569772";"1186695";"77828";"51160";"512710";"108";"0";"0";"0";"0";"7380";"0";"0";"0";"0";"0";"0";"0";"7828";"11708043";"0";"13354";"12560";"334451";"17581";"7404";"9256";"0";"153613";"0";"65158";"570";"103";"946";"19733";"0";"86608";"49885";"0";"0";"6659";"23288";"15717";"129123";"0";"245637";"15230";"23";"19757";"0";"441066";"0";"0";"0";"0";"17863";"14148";"0";"9585";"5950";"0";"4172";"99196";"0";"139352";"0";"0";"0";"0";"0";"0";"0";"0";"11463";"223409";"40717";"0";"289919";"35491";"669";"381200";"0";"0";"23544588"
"2010/Set";"0";"0";"0";"207434";"15189";"181604";"14835";"0";"0";"3052060";"1011924";"38929";"21517";"251597";"82";"0";"0";"0";"0";"7263";"0";"0";"0";"0";"0";"0";"0";"3645";"52045";"0";"34258";"5074";"185784";"22885";"4599";"7240";"0";"0";"0";"52753";"405";"36";"947";"16353";"0";"60421";"57300";"0";"0";"6205";"19323";"13648";"126455";"0";"196065";"14058";"18";"19653";"0";"398441";"0";"0";"0";"0";"17551";"14334";"0";"9931";"6259";"0";"4894";"86210";"0";"112494";"0";"0";"0";"0";"0";"0";"0";"0";"10735";"213983";"35217";"0";"253696";"30828";"539";"339544";"0";"0";"7236260"
"2010/Out";"0";"0";"0";"190915";"15297";"177589";"16225";"0";"0";"3303157";"1037216";"31922";"17880";"217627";"176";"0";"0";"0";"0";"8602";"0";"0";"0";"0";"0";"0";"0";"2672";"38966";"0";"18845";"3535";"174370";"19210";"4126";"6879";"0";"0";"0";"53796";"402";"7";"895";"15217";"0";"51643";"45548";"0";"0";"9554";"21228";"16144";"113567";"0";"167691";"17393";"5";"22645";"0";"360217";"0";"0";"0";"0";"22439";"18119";"0";"14036";"8659";"0";"6909";"78288";"0";"97679";"0";"0";"0";"0";"0";"0";"0";"0";"9468";"212906";"33077";"0";"237227";"27812";"486";"309957";"0";"0";"7258223"
"2010/Nov";"0";"0";"0";"212726";"19435";"180030";"19974";"0";"0";"3617009";"1145961";"37549";"17938";"245791";"229";"0";"0";"0";"0";"20248";"0";"0";"0";"0";"0";"0";"0";"2118";"37623";"0";"40434";"3409";"195958";"18572";"5734";"8746";"0";"0";"0";"81346";"395";"8";"735";"15568";"0";"60942";"52368";"0";"0";"25148";"19395";"34384";"129596";"0";"175599";"39486";"17";"44514";"0";"381788";"0";"0";"0";"0";"41864";"36414";"0";"29092";"22562";"0";"19989";"82903";"0";"101811";"0";"0";"0";"0";"0";"0";"0";"0";"10768";"220346";"34317";"0";"246979";"30721";"504";"318483";"0";"0";"8087526"
"2010/Dez";"0";"0";"0";"193776";"17095";"162179";"17090";"0";"0";"3428813";"1026321";"37480";"23087";"217847";"204";"0";"0";"0";"0";"10459";"0";"0";"0";"0";"0";"0";"0";"1156";"31518";"0";"19237";"2055";"174085";"18967";"5090";"6197";"0";"0";"0";"54914";"292";"5";"718";"18062";"0";"54662";"36383";"0";"0";"11865";"22853";"20403";"101520";"0";"156943";"21414";"1";"24454";"0";"370529";"0";"0";"0";"0";"23671";"19025";"0";"14423";"8359";"0";"6462";"74072";"0";"92399";"0";"0";"0";"0";"0";"0";"0";"0";"10358";"205502";"29358";"0";"215358";"25677";"361";"280507";"0";"0";"7293206"
"2011/Jan";"0";"0";"0";"218028";"18740";"189676";"18994";"0";"0";"3896627";"1120439";"26547";"11006";"250670";"85";"0";"0";"0";"0";"7760";"0";"0";"0";"0";"0";"0";"0";"1007";"30699";"0";"35714";"1180";"201075";"17468";"5592";"6184";"0";"0";"0";"51234";"390";"21";"880";"15440";"0";"56368";"27439";"0";"0";"8286";"19658";"18150";"98063";"0";"186285";"17472";"24";"109860";"0";"235786";"0";"0";"0";"0";"48145";"16307";"10514";"11679";"6820";"7609";"5138";"89648";"0";"103091";"0";"0";"0";"0";"0";"0";"0";"0";"10822";"235810";"31500";"0";"259055";"29238";"6453";"343703";"0";"0";"8118379"
"2011/Fev";"0";"0";"0";"205024";"16432";"178522";"17227";"0";"0";"3771352";"1126887";"26867";"10190";"256064";"109";"0";"0";"0";"0";"8272";"0";"0";"0";"0";"0";"0";"0";"937";"29370";"0";"35945";"1135";"195814";"16257";"4594";"5850";"0";"0";"0";"51494";"354";"106";"929";"19691";"0";"59907";"27948";"0";"0";"7370";"25032";"16635";"103931";"0";"222196";"19373";"25";"126378";"0";"250343";"0";"0";"0";"0";"53270";"16988";"12692";"12772";"7742";"9196";"5634";"90556";"0";"105656";"0";"0";"0";"0";"0";"0";"0";"0";"10765";"242079";"29936";"0";"261329";"27858";"414";"355068";"0";"0";"8080515"
"2011/Mar";"0";"0";"0";"223125";"16095";"182509";"17047";"0";"0";"3821226";"1067791";"25843";"9984";"240214";"75";"0";"0";"0";"0";"6717";"0";"0";"0";"0";"0";"0";"0";"2637";"26532";"0";"20878";"3540";"188687";"13713";"3892";"6374";"0";"0";"0";"45068";"318";"106";"980";"14979";"0";"76057";"30588";"0";"0";"6830";"20085";"15145";"112810";"0";"274845";"19304";"65";"144718";"0";"236019";"0";"0";"0";"0";"61111";"18349";"15895";"13169";"8620";"10792";"6976";"90446";"0";"114531";"0";"0";"0";"0";"0";"0";"0";"0";"9885";"230980";"27715";"0";"254370";"26353";"536";"350532";"0";"0";"8115056"
"2011/Abr";"0";"0";"0";"222836";"16079";"178027";"16787";"0";"0";"3801314";"1145386";"28483";"11243";"270763";"146";"0";"0";"0";"0";"8322";"0";"0";"0";"0";"0";"0";"0";"38783";"28881";"0";"9202";"35347";"208862";"14072";"4740";"7844";"0";"0";"0";"51135";"454";"116";"742";"26321";"0";"90104";"41897";"0";"0";"7993";"41165";"17514";"131818";"0";"320912";"25246";"35";"222023";"0";"383100";"0";"0";"0";"0";"85449";"23039";"26347";"16709";"10378";"14604";"8480";"108098";"0";"409790";"0";"0";"0";"0";"0";"0";"0";"0";"11099";"248742";"34173";"0";"285639";"29609";"474";"373977";"0";"0";"9094299"
"2011/Mai";"0";"0";"0";"224570";"17277";"183874";"16248";"0";"0";"3817816";"1239296";"36670";"14053";"297703";"60";"0";"0";"0";"0";"8135";"0";"0";"0";"0";"0";"0";"0";"23337";"28701";"0";"6880";"75072";"236281";"15364";"6086";"9327";"0";"0";"0";"56603";"404";"125";"845";"52978";"0";"90700";"49693";"0";"0";"7815";"70751";"17742";"147580";"0";"315865";"20539";"50";"278478";"0";"601890";"0";"0";"0";"0";"101990";"23026";"42948";"15591";"9807";"21028";"7810";"160895";"0";"1035342";"0";"0";"0";"0";"0";"0";"0";"0";"12610";"281930";"37771";"0";"329950";"32276";"1364";"415244";"0";"0";"10498390"
"2011/Jun";"0";"0";"0";"236080";"19752";"193385";"19350";"0";"0";"4027794";"1464219";"297694";"268693";"811134";"118";"0";"0";"0";"0";"11826";"0";"0";"0";"0";"0";"0";"0";"51990";"29678";"0";"6674";"90622";"558606";"16153";"11508";"10175";"0";"0";"0";"66431";"343";"176";"860";"65277";"0";"93471";"47873";"0";"0";"10146";"85252";"19913";"134066";"0";"279644";"20710";"120";"248403";"0";"572414";"0";"0";"0";"0";"105620";"27251";"51700";"19910";"13464";"23371";"13241";"124876";"0";"255742";"0";"0";"0";"0";"0";"0";"0";"0";"12550";"226622";"38051";"0";"287327";"33843";"1355";"372322";"0";"0";"11377795"
"2011/Jul";"0";"0";"0";"225263";"18215";"185319";"19279";"0";"0";"3794133";"1173381";"120796";"98709";"458789";"42";"0";"0";"0";"0";"9952";"0";"0";"0";"0";"0";"0";"0";"45565";"36329";"0";"5314";"61393";"384490";"17993";"10409";"8157";"0";"0";"0";"66530";"387";"179";"855";"41801";"0";"84866";"42244";"0";"0";"8684";"56492";"21352";"130806";"0";"256063";"20705";"267";"253137";"0";"351069";"0";"0";"0";"0";"111440";"25956";"69076";"18479";"12229";"32354";"11159";"128288";"0";"231374";"0";"0";"0";"0";"0";"0";"0";"0";"11416";"226271";"36033";"0";"287448";"32875";"1258";"371194";"0";"0";"9615815"
"2011/Ago";"0";"0";"0";"248806";"20674";"215842";"20877";"0";"0";"4170974";"1384227";"144398";"118443";"630819";"57";"0";"0";"0";"0";"11187";"0";"0";"0";"0";"0";"0";"0";"31918";"45753";"0";"6950";"30950";"452470";"19923";"15761";"9861";"0";"0";"0";"73391";"360";"152";"1475";"28164";"0";"105354";"57061";"0";"0";"10431";"38694";"20898";"166954";"0";"307576";"22616";"67";"322004";"0";"254045";"0";"0";"0";"0";"144843";"25915";"101957";"18751";"11522";"48841";"9916";"138292";"0";"175162";"0";"0";"0";"0";"0";"0";"0";"0";"11669";"238801";"41982";"0";"324367";"35866";"1161";"416620";"0";"0";"10734797"
