"Ano/mês";" Idade ignorada";"Ate 30 dias";"30 dias a 1 ano";"2 meses";"3 meses";"4 meses";"5 meses";"6 meses";"7 meses";"Menor de 1 ano";"1 ano";"2 anos";"3 anos";"4 anos";"5 anos";"6 anos";"9 anos";"10 anos";"11 anos";"12 anos";"13 anos";"14 anos";"15 anos";"16 anos";"17 anos";"18 anos";"19 anos";"1 a 2 anos";"1 a 4 anos";"1 a 11 anos";"2 a 4 anos";"3 a 8 anos";"5 a 6 anos";"5 a 8 anos";"5 a 9 anos";"5 a 10 anos";"5 a 12 anos";"5 anos e mais";"7 a 9 anos";"7 a 11 anos";"7 a 14 anos";"7 a 17 anos";"7 anos e mais";"9 a 12 anos";"10 a 11 anos";"10 a 14 anos";"11 a 14 anos";"7 a 8 anos";"12 a 14 anos";"13 a 14 anos";"13 a 19 anos";"15 a 16 anos";"15 a 19 anos";"15 a 49 anos";"15 a 59 anos";"17 a 19 anos";"18 a 19 anos";"20 a 24 anos";"20 a 29 anos";"20 a 59 anos";"20 a 25 anos";"20 a 26 anos";"26 a 27 anos";"27 e mais";"25 a 29 anos";"30 a 34 anos";"30 a 39 anos";"35 a 39 anos";"40 a 44 anos";"40 a 49 anos";"45 a 49 anos";"50 a 59 anos";"60 a 64 anos";"60 anos e mais";"65 a 69 anos";"65 anos e mais";"70 a 74 anos";"75 a 79 anos";"80 a 84 anos";"85 a 89 anos";"90 anos e mais";"Gestantes 10 a 11 anos";"Gestantes 12 a 14 anos";"Gestantes 15 a 49 anos";"Não gestantes 12 a 14 anos";"Não gestantes 12 a 49 anos";"Não gestantes 15 a 49 anos";"Homens 12 a 14 anos";"Homens 12 a 49 anos";"Homens 15 a 49 anos";"Sem discriminação de idade";"Ignorado";" Total"
"2014/Nov";"0";"196581";"0";"233172";"11317";"199507";"19972";"7962";"2806";"3186331";"2230379";"489275";"461183";"1072552";"6960";"126";"1903";"1957";"86719";"93617";"84443";"22019";"1037";"508";"331";"303";"263";"0";"7266";"0";"2131";"0";"135579";"18162";"4563";"3818";"0";"0";"64";"31303";"766";"74";"1496";"18323";"13940";"59462";"11558";"576";"28978";"7556";"26585";"13467";"140894";"28350";"117092";"19180";"60";"152618";"0";"112514";"1308";"1646";"640";"1068";"168142";"29192";"216698";"21162";"13741";"225206";"10681";"117131";"0";"98823";"0";"18526";"0";"0";"0";"0";"0";"1043";"11827";"365299";"73204";"0";"872485";"1";"0";"975";"0";"0";"11616396"
"2014/Dez";"0";"196036";"0";"196152";"9708";"173403";"14805";"5887";"1742";"2597740";"3247443";"2077003";"2041428";"2306941";"2967";"92";"1282";"1884";"44716";"46455";"37022";"11828";"722";"424";"388";"294";"288";"0";"6819";"0";"1685";"0";"68372";"13011";"3945";"2688";"0";"0";"63";"21370";"555";"17";"995";"12411";"7614";"44833";"8643";"366";"14674";"6421";"18064";"11689";"112900";"27708";"97401";"16560";"4";"117791";"0";"113848";"1056";"1430";"456";"968";"131035";"22676";"161744";"16986";"11615";"158058";"9427";"91384";"0";"78926";"0";"16417";"0";"0";"0";"0";"0";"996";"10667";"300447";"53919";"0";"695512";"2";"0";"628";"0";"0";"15511446"
"2015/Jan";"0";"238379";"0";"252732";"11164";"221424";"23775";"8166";"2302";"3302549";"1566624";"38483";"21858";"230763";"3065";"134";"3361";"3780";"35510";"27042";"18721";"6044";"773";"433";"377";"306";"324";"0";"6886";"0";"1744";"0";"65005";"12538";"5494";"3077";"0";"0";"120";"28687";"485";"10";"1247";"11546";"7678";"53792";"8733";"537";"10290";"4920";"16327";"10990";"133642";"47812";"103503";"15047";"0";"136006";"0";"67495";"572";"2026";"304";"1176";"150133";"22006";"187512";"16645";"11577";"169588";"8607";"96431";"0";"75845";"0";"24512";"0";"0";"0";"0";"0";"1198";"11062";"352336";"56452";"0";"878869";"3";"0";"8963";"0";"0";"8847517"
"2015/Fev";"0";"225206";"0";"218260";"10391";"180691";"19654";"7996";"2412";"2844206";"1427699";"32993";"16853";"221528";"3153";"176";"7369";"9152";"30114";"21586";"13559";"4466";"1136";"469";"385";"402";"366";"0";"6118";"0";"1369";"0";"55718";"10966";"14228";"3118";"0";"0";"112";"25956";"546";"3";"1066";"10449";"1405";"47424";"8304";"376";"1696";"5251";"15034";"10327";"123838";"43538";"96823";"15272";"5";"139667";"0";"60364";"110";"1732";"28";"1286";"147788";"22713";"181374";"17908";"13028";"178826";"9613";"93681";"0";"69939";"0";"22134";"0";"0";"0";"0";"0";"1238";"10067";"329489";"55396";"0";"832109";"5";"0";"7234";"0";"0";"7994893"
"2015/Mar";"0";"248596";"0";"255888";"10212";"208518";"22640";"9022";"3044";"3198622";"1602563";"42638";"23709";"302193";"4098";"175";"590131";"604388";"447479";"121626";"78614";"23756";"1962";"630";"491";"467";"615";"0";"4948";"0";"1754";"0";"94216";"9960";"48939";"4063";"0";"0";"149";"90100";"489";"6";"1376";"9676";"110";"94427";"11679";"402";"175";"32789";"14703";"38532";"155830";"60031";"112065";"62645";"5";"211594";"0";"59165";"0";"3209";"0";"4857";"232439";"53639";"215456";"39699";"30379";"201566";"24336";"107464";"0";"78153";"0";"28223";"0";"0";"0";"0";"0";"1548";"12134";"361089";"67984";"0";"983492";"7";"0";"7685";"0";"0";"11375264"
"2015/Abr";"0";"242259";"0";"237797";"8912";"190804";"20288";"8075";"2434";"2936590";"1467165";"35813";"19280";"271059";"4103";"153";"255948";"251882";"206597";"99818";"39695";"13818";"1833";"543";"479";"378";"457";"0";"5072";"0";"1552";"0";"112020";"11709";"47735";"3570";"0";"0";"120";"140766";"432";"3";"1332";"11449";"76";"75519";"10501";"343";"110";"60526";"16142";"73893";"139448";"49691";"95180";"98500";"1";"249454";"0";"69257";"0";"2607";"0";"2530";"285684";"74029";"192913";"53746";"39997";"170274";"36764";"100055";"0";"80862";"0";"40354";"0";"0";"0";"0";"0";"1090";"10186";"323621";"60000";"0";"875458";"2";"0";"6269";"0";"0";"9947022"
"2015/Mai";"0";"234454";"0";"238609";"10092";"197319";"20897";"8694";"2657";"3155324";"1699808";"135981";"110743";"550213";"6410";"254";"105105";"93352";"93257";"46391";"22966";"9358";"1767";"547";"531";"364";"355";"0";"5237";"0";"1998";"0";"102374";"25302";"103792";"3736";"0";"0";"130";"52738";"421";"8";"1175";"25095";"151";"81906";"10219";"450";"175";"16987";"33502";"22892";"146778";"57859";"114688";"39535";"0";"182872";"0";"169257";"0";"2702";"0";"1644";"208405";"36126";"276842";"27454";"20504";"219730";"18440";"156439";"0";"410338";"0";"638839";"0";"0";"0";"0";"0";"1225";"10582";"367057";"66367";"0";"1056627";"6";"0";"8664";"0";"0";"11472716"
"2015/Jun";"0";"225261";"0";"250907";"9216";"198868";"20481";"8143";"2476";"3026166";"1474347";"51241";"29068";"305882";"4739";"168";"45101";"37021";"41030";"28356";"12882";"5173";"1630";"493";"429";"386";"406";"0";"4878";"0";"1730";"0";"68043";"17849";"63048";"2943";"0";"0";"116";"33337";"366";"5";"960";"17952";"66";"65547";"8399";"546";"186";"11305";"25211";"15632";"128104";"76791";"106702";"23898";"2";"146399";"0";"151540";"0";"2038";"0";"1513";"164227";"29829";"206740";"23455";"15024";"184416";"12676";"118074";"0";"164890";"0";"97365";"0";"0";"0";"0";"0";"1139";"9571";"312956";"53185";"0";"934993";"4";"0";"11654";"0";"0";"9095174"
"2015/Jul";"0";"219609";"0";"255079";"8927";"207630";"23153";"9023";"2471";"3220214";"1658309";"39786";"17920";"286915";"4898";"195";"33513";"22974";"31335";"20717";"8811";"3863";"1807";"586";"432";"433";"367";"0";"5189";"0";"2182";"0";"67879";"17467";"50326";"2785";"0";"0";"108";"27648";"400";"9";"931";"16551";"78";"59591";"7444";"435";"141";"7694";"22834";"13343";"123436";"70280";"94602";"21062";"2";"140334";"0";"100135";"0";"2151";"0";"1380";"154668";"25651";"194988";"24714";"15441";"174744";"12917";"108864";"0";"123038";"0";"58497";"0";"0";"0";"0";"0";"760";"8933";"308632";"49790";"0";"922236";"17";"0";"13850";"0";"0";"9133124"
"2015/Ago";"0";"229752";"0";"185142";"7510";"159275";"16380";"8201";"2642";"4637028";"3185052";"252661";"179836";"1675846";"7577";"193";"35656";"24180";"29533";"17738";"8282";"3615";"1684";"476";"345";"379";"261";"0";"5457";"0";"3379";"0";"100982";"25881";"101681";"2807";"0";"0";"72";"21407";"410";"38";"782";"23604";"45";"66255";"8530";"334";"115";"3817";"42707";"8132";"118562";"67167";"83830";"15879";"9";"132838";"0";"92005";"0";"2016";"0";"1443";"151049";"23230";"194804";"17692";"12298";"176074";"9926";"104160";"0";"98852";"0";"54297";"0";"0";"0";"0";"0";"995";"8075";"293499";"49526";"0";"905146";"17";"0";"13847";"0";"0";"13712915"
"2015/Set";"0";"213642";"0";"213206";"7962";"197848";"19220";"7431";"2188";"2903340";"1413928";"62559";"37102";"351716";"5977";"313";"233919";"313409";"275157";"2304636";"29152";"10848";"2905";"586";"443";"456";"421";"0";"5599";"0";"1883";"0";"71626";"14195";"86191";"2961";"0";"0";"74";"21359";"461";"61";"668";"14758";"36";"80199";"7775";"940";"97";"3950";"21536";"7627";"118006";"66222";"71755";"15111";"16";"128296";"0";"104966";"0";"3043";"0";"3034";"145702";"22795";"185002";"16604";"9746";"152470";"6860";"88450";"0";"86509";"0";"51308";"0";"0";"0";"0";"0";"906";"7664";"291881";"46448";"0";"857752";"33";"0";"12520";"0";"0";"11443459"
"2015/Out";"0";"195480";"0";"216107";"7412";"195870";"20147";"8238";"2079";"2873834";"1338009";"32216";"14844";"237113";"4412";"190";"181824";"243683";"217260";"73104";"24149";"9561";"2994";"578";"523";"488";"556";"0";"4994";"0";"1683";"0";"52448";"12302";"65098";"2585";"0";"0";"79";"18550";"336";"37";"753";"13015";"43";"73716";"7121";"599";"103";"3185";"18494";"7133";"106264";"57703";"61153";"15658";"16";"121785";"0";"92787";"0";"3131";"0";"2885";"135286";"23380";"167844";"16616";"10284";"137680";"7344";"79414";"0";"72835";"0";"41699";"0";"0";"0";"0";"0";"896";"7532";"287893";"39085";"0";"789527";"32";"0";"13381";"0";"0";"8475055"
"2015/Nov";"0";"189686";"0";"223318";"7051";"185410";"19403";"8448";"2236";"2886094";"1393379";"30443";"12240";"243268";"4374";"201";"91590";"108152";"99923";"40841";"13955";"5536";"2043";"420";"391";"271";"296";"0";"4655";"0";"1693";"0";"47730";"9911";"58460";"2202";"0";"0";"60";"15712";"381";"36";"593";"10174";"30";"58581";"5534";"284";"391";"2985";"15217";"7188";"99630";"61737";"54877";"13518";"28";"111961";"0";"74989";"0";"2452";"0";"1639";"126920";"21225";"158098";"14506";"9429";"124342";"6908";"73847";"0";"67682";"0";"42969";"0";"0";"0";"0";"0";"945";"6666";"290295";"32686";"0";"737127";"25";"0";"14222";"0";"0";"7959509"
"2015/Dez";"0";"178616";"0";"185603";"6459";"166084";"15506";"6686";"1834";"2497830";"1165657";"23424";"9283";"197878";"3767";"253";"43169";"44222";"40900";"21107";"7715";"2712";"1415";"387";"309";"317";"333";"0";"4051";"0";"1401";"0";"38362";"8331";"40221";"1576";"0";"0";"76";"10470";"294";"41";"629";"7995";"46";"43152";"4057";"329";"334";"1994";"11773";"5378";"75506";"47372";"51390";"11055";"19";"85215";"0";"57685";"0";"2055";"0";"1482";"97778";"17013";"117832";"11530";"7089";"92150";"5267";"56038";"0";"53154";"0";"30341";"0";"0";"0";"0";"0";"595";"5575";"255572";"24480";"0";"574878";"23";"0";"11432";"0";"0";"6494502"
"2016/Jan";"0";"194984";"0";"240988";"7093";"214578";"28197";"10567";"3447";"3089059";"1600935";"29300";"11981";"325874";"5306";"343";"46998";"34685";"32696";"21882";"6805";"2508";"2225";"488";"420";"365";"304";"0";"3074";"0";"1084";"0";"26408";"6422";"50180";"1260";"1";"0";"0";"11144";"296";"26";"284";"6083";"0";"54737";"3203";"342";"0";"4072";"9370";"9322";"66074";"1753";"120678";"16751";"33";"84282";"0";"40841";"0";"2316";"0";"2137";"92804";"24276";"64198";"19570";"13047";"54774";"9984";"39297";"0";"37784";"0";"45295";"0";"0";"0";"0";"0";"658";"3067";"159450";"13820";"0";"400812";"0";"0";"24557";"0";"29";"7437623"
"2016/Fev";"0";"176013";"0";"210700";"5652";"179379";"22800";"8981";"2956";"2628529";"1365606";"26482";"10326";"269678";"2557";"98";"37281";"23019";"21032";"16700";"5294";"1872";"1152";"350";"320";"297";"322";"0";"2981";"0";"452";"0";"18754";"5727";"42266";"828";"25";"0";"0";"9770";"317";"21";"204";"5731";"0";"46186";"2057";"185";"0";"4137";"8836";"9028";"47138";"2018";"111428";"18289";"17";"72049";"0";"36338";"0";"1812";"0";"1648";"75082";"25504";"41380";"20643";"13792";"33070";"10827";"29637";"0";"30774";"0";"40727";"0";"0";"0";"0";"0";"508";"2732";"136625";"10842";"0";"337877";"0";"0";"19356";"0";"53";"6295067"
"2016/Mar";"0";"230425";"0";"229151";"5836";"191175";"24608";"9383";"2901";"2780698";"1433874";"29640";"12839";"262767";"2132";"101";"66547";"31781";"26140";"21984";"6820";"2653";"830";"307";"256";"293";"290";"0";"3042";"0";"885";"0";"17738";"7748";"45882";"1039";"0";"0";"0";"9931";"208";"29";"265";"7613";"0";"45704";"2991";"230";"0";"4913";"10567";"9459";"70454";"2052";"118017";"23749";"24";"100873";"0";"45572";"0";"1905";"0";"1569";"105539";"31547";"62908";"23971";"16012";"49136";"12647";"39087";"0";"41081";"0";"54190";"0";"0";"0";"0";"0";"615";"2595";"153299";"14288";"0";"415988";"0";"0";"26802";"0";"17";"6955612"
"2016/Abr";"0";"225202";"0";"212751";"5532";"170095";"22512";"8789";"2530";"2585074";"1490631";"101071";"77958";"365324";"447";"26";"108539";"48821";"39188";"32649";"10679";"3099";"854";"445";"362";"309";"285";"0";"2828";"0";"508";"0";"22115";"17702";"87127";"1341";"0";"0";"0";"12641";"228";"31";"295";"20585";"0";"58615";"3299";"252";"0";"4782";"30582";"9428";"83090";"1655";"128672";"23611";"75";"105572";"0";"131360";"0";"2314";"0";"2199";"110495";"29030";"78830";"21744";"14411";"59594";"11189";"47932";"0";"83197";"0";"418255";"0";"0";"0";"0";"0";"488";"2859";"148922";"17530";"0";"461737";"0";"0";"26420";"0";"81";"7796793"
"2016/Mai";"0";"227897";"0";"218993";"5585";"179116";"21405";"8561";"2561";"2629454";"1408653";"98165";"69444";"347231";"158";"35";"106705";"51874";"39398";"35486";"12420";"3472";"698";"326";"301";"227";"287";"0";"2924";"0";"546";"0";"22532";"19982";"99629";"1379";"0";"0";"0";"13578";"200";"28";"250";"16723";"0";"65240";"3382";"238";"0";"5571";"24186";"11515";"85628";"1839";"136178";"27789";"23";"120869";"0";"104113";"0";"1975";"0";"1548";"127167";"35724";"84059";"28245";"19036";"74002";"14464";"62251";"0";"104364";"0";"465618";"0";"0";"0";"0";"0";"564";"2793";"142221";"18263";"0";"497602";"0";"0";"30595";"0";"54";"7943339"
"2016/Jun";"0";"224160";"0";"218339";"5623";"175042";"23130";"8237";"2510";"2634860";"1389561";"48252";"20114";"216745";"131";"17";"57525";"28972";"20745";"20518";"7158";"2070";"576";"296";"258";"264";"294";"0";"2922";"0";"464";"0";"16748";"11276";"56993";"1415";"1";"0";"0";"12120";"203";"67";"207";"10612";"0";"49671";"3495";"219";"0";"6261";"18326";"11995";"86724";"1773";"126503";"26984";"21";"118476";"0";"102254";"0";"2131";"0";"1711";"124974";"36979";"75453";"30029";"20768";"68376";"16017";"53554";"0";"70029";"0";"96579";"0";"0";"0";"0";"0";"625";"2875";"138300";"16920";"0";"457085";"0";"0";"26562";"0";"13";"7010107"
"2016/Jul";"0";"208147";"0";"222008";"5281";"178690";"23676";"8915";"2498";"2693639";"1473900";"46047";"16574";"210088";"136";"13";"49021";"25229";"17152";"18544";"6652";"1828";"562";"341";"354";"311";"311";"0";"3571";"0";"346";"0";"16201";"11649";"43139";"1214";"1";"0";"0";"11578";"232";"6";"217";"12293";"0";"44727";"3143";"392";"0";"6381";"21155";"13093";"84664";"1934";"113914";"28044";"6";"121956";"0";"99467";"0";"2036";"0";"1621";"130774";"46470";"77001";"39865";"29062";"67260";"24494";"54414";"0";"71207";"0";"80367";"0";"0";"0";"0";"0";"484";"2724";"133520";"15341";"0";"446996";"0";"0";"32835";"0";"54";"7105765"
"2016/Ago";"0";"207723";"0";"234935";"5627";"212231";"24590";"9592";"2866";"2940186";"1551098";"39528";"12978";"212029";"207";"29";"50432";"25690";"16741";"18936";"6759";"1773";"594";"280";"324";"312";"259";"0";"3356";"0";"475";"0";"16070";"8491";"38902";"1319";"46";"0";"0";"13188";"211";"20";"407";"7895";"0";"43621";"3377";"314";"0";"8110";"12424";"14608";"84406";"2103";"125003";"35642";"12";"141451";"0";"59222";"0";"2031";"0";"1859";"144886";"55317";"79627";"45864";"33662";"69352";"27556";"58194";"0";"55413";"0";"85798";"0";"0";"0";"0";"0";"540";"2891";"142043";"16084";"0";"471818";"0";"0";"35502";"0";"30";"7524859"
"2016/Set";"0";"216704";"0";"195705";"4443";"179986";"22667";"8419";"3042";"4223333";"4225408";"330571";"128580";"2658763";"2282";"158";"268683";"137947";"87803";"111728";"45282";"18707";"1239";"383";"337";"309";"394";"0";"2758";"0";"296";"0";"40454";"7088";"332963";"3548";"65";"0";"0";"68370";"217";"19";"548";"6162";"0";"410076";"11044";"234";"0";"53597";"9451";"29481";"88154";"1910";"179436";"36335";"13";"122813";"0";"41128";"0";"2041";"0";"2861";"132378";"47931";"76187";"40468";"29374";"66100";"22634";"55965";"0";"52479";"0";"83384";"0";"0";"0";"0";"0";"923";"3581";"133249";"63876";"0";"555795";"0";"0";"49579";"0";"25";"15737863"
"2016/Out";"0";"174532";"0";"185774";"4155";"173898";"17402";"7069";"1911";"2333648";"1362920";"57935";"18457";"392478";"1970";"147";"99259";"54821";"33206";"40172";"17430";"5708";"863";"274";"301";"285";"336";"0";"2076";"0";"315";"0";"21928";"4847";"101892";"1900";"83";"0";"0";"27572";"224";"32";"434";"4830";"0";"118197";"5879";"184";"0";"16194";"7231";"16907";"65222";"1905";"120357";"27640";"12";"98895";"0";"34696";"0";"1611";"0";"1950";"106389";"38445";"60552";"32603";"22592";"50226";"17046";"45487";"0";"40429";"0";"65140";"0";"0";"0";"0";"0";"719";"2818";"123019";"29378";"0";"433424";"0";"0";"38794";"0";"36";"6775061"
"2016/Nov";"0";"178918";"0";"203340";"4734";"177243";"21877";"7655";"2216";"2505558";"1459115";"44682";"12242";"292062";"906";"147";"60921";"33951";"17814";"21076";"9192";"2527";"474";"273";"265";"236";"373";"0";"2145";"0";"415";"0";"13114";"4109";"52677";"1410";"103";"0";"0";"14868";"161";"37";"316";"4111";"0";"55310";"3817";"125";"0";"10138";"6513";"12488";"66954";"1765";"114983";"24960";"21";"100394";"0";"34521";"0";"1739";"0";"1604";"110356";"39056";"66717";"33293";"24337";"52818";"19659";"45953";"0";"42545";"0";"69944";"0";"0";"0";"0";"0";"363";"2758";"136563";"14922";"0";"409537";"0";"0";"37521";"0";"9";"6692946"
"2016/Dez";"0";"169668";"0";"163233";"3910";"148210";"16268";"6531";"1802";"2119307";"1241106";"33088";"9207";"234548";"755";"40";"36957";"21645";"11180";"13394";"7331";"1625";"443";"230";"229";"312";"207";"0";"2388";"0";"399";"0";"10400";"4018";"32534";"1102";"89";"0";"0";"9901";"168";"24";"334";"4075";"0";"37218";"3042";"165";"0";"5428";"5598";"8876";"58802";"1316";"107400";"18455";"18";"85762";"0";"27550";"0";"1551";"0";"1454";"95098";"31980";"61450";"28069";"19449";"46196";"14704";"39771";"0";"37876";"0";"62547";"0";"0";"0";"0";"0";"339";"2151";"127030";"12904";"0";"346892";"0";"0";"34624";"0";"14";"5630387"
"2017/Jan";"0";"204274";"0";"206165";"15338";"188935";"28413";"10032";"3593";"2735720";"1819317";"82313";"36402";"499567";"711";"261";"99488";"57694";"36581";"297175";"267602";"8220";"1263";"536";"612";"412";"511";"0";"2539";"0";"423";"0";"16325";"4193";"276640";"1337";"121";"0";"0";"17616";"166";"29";"408";"3836";"0";"354300";"3530";"265";"0";"8299";"5881";"7952";"98144";"2052508";"529883";"16616";"22";"121983";"0";"26342";"0";"2776";"0";"5103";"141648";"25810";"70168";"24213";"18520";"63302";"15432";"61749";"0";"96232";"0";"280652";"0";"0";"0";"0";"0";"550";"2683";"165386";"19882";"0";"908885";"0";"0";"0";"0";"1767";"12055251"
"2017/Fev";"0";"192862";"0";"157580";"10944";"137027";"19347";"7911";"2686";"2106261";"1414502";"85774";"43738";"411779";"694";"153";"75291";"43302";"27584";"220123";"193756";"7272";"826";"370";"409";"320";"362";"0";"1906";"0";"246";"0";"13414";"3222";"283381";"1623";"87";"0";"0";"16359";"158";"23";"359";"3525";"0";"350045";"3990";"184";"0";"7107";"5238";"7243";"95154";"2348381";"712928";"17209";"38";"124267";"0";"24355";"0";"1957";"0";"2571";"146917";"26956";"69292";"24838";"19321";"67280";"16239";"63600";"0";"81775";"0";"229322";"0";"0";"0";"0";"0";"371";"2281";"148890";"18463";"0";"861687";"0";"0";"0";"0";"1678";"10964753"
"2017/Mar";"0";"230423";"0";"217633";"15746";"173538";"26652";"9654";"3622";"3161359";"1846592";"153595";"102796";"557242";"786";"146";"144215";"87176";"43569";"307344";"257260";"11589";"931";"425";"494";"354";"430";"0";"1939";"0";"262";"0";"16402";"3937";"502099";"1673";"97";"0";"0";"20750";"158";"25";"385";"4176";"0";"582095";"4618";"146";"0";"10495";"5633";"9601";"120198";"1953511";"2476028";"24046";"30";"149853";"0";"26694";"0";"2361";"0";"5321";"181760";"36997";"78980";"35771";"27792";"74432";"23733";"68590";"0";"159869";"0";"257094";"0";"0";"0";"0";"0";"442";"2702";"176427";"18847";"0";"958939";"0";"0";"0";"0";"2357";"15380836"
"2017/Abr";"0";"214997";"0";"189024";"13871";"138628";"21607";"8128";"2706";"2252845";"1394218";"95647";"57697";"397963";"586";"99";"109136";"67931";"33756";"207441";"164362";"8862";"916";"342";"341";"291";"297";"0";"1753";"0";"353";"0";"13414";"8346";"230510";"1427";"76";"0";"0";"15153";"123";"21";"334";"8133";"0";"254099";"3772";"159";"0";"6735";"11095";"6656";"95514";"953841";"982412";"17189";"45";"115096";"0";"57545";"0";"2078";"0";"4361";"136828";"26212";"80505";"24642";"18931";"64664";"15525";"56864";"0";"121873";"0";"297449";"0";"0";"0";"0";"0";"489";"2469";"151653";"16207";"0";"702347";"0";"0";"0";"0";"740";"9889329"
"2017/Mai";"0";"235269";"0";"222793";"17022";"170799";"25943";"9932";"3405";"2614750";"1670875";"123617";"57667";"513380";"768";"103";"110559";"64313";"35356";"197519";"144356";"8938";"1083";"331";"378";"341";"375";"0";"1783";"0";"1032";"0";"15806";"17855";"175190";"1599";"85";"0";"0";"16045";"155";"82";"388";"18336";"0";"113073";"3844";"138";"0";"7468";"21301";"8488";"102160";"508557";"491524";"20456";"23";"133247";"0";"123869";"0";"2172";"0";"4853";"158272";"30214";"93750";"29229";"22016";"72490";"18070";"68561";"0";"171865";"0";"364068";"0";"0";"0";"0";"0";"515";"2284";"165593";"17995";"0";"818616";"0";"0";"0";"0";"145";"10053084"
"2017/Jun";"0";"226644";"0";"217098";"13167";"165737";"23879";"8384";"2746";"2361854";"1390327";"79815";"35608";"303819";"574";"93";"87213";"50280";"64511";"187632";"136450";"27527";"1476";"408";"364";"347";"313";"0";"1885";"0";"371";"0";"12254";"9704";"121416";"1436";"90";"0";"0";"14079";"163";"26";"342";"9580";"0";"64191";"3584";"120";"0";"6223";"13118";"7056";"87026";"262244";"262113";"17219";"30";"112067";"0";"67316";"0";"2141";"0";"3590";"130672";"24711";"71042";"23114";"17605";"64984";"14242";"59187";"0";"89248";"0";"193564";"0";"0";"0";"0";"0";"367";"1951";"138462";"15929";"0";"673265";"0";"0";"0";"0";"129";"7984122"
"2017/Jul";"0";"217366";"0";"224902";"16227";"173405";"28097";"9672";"2863";"2536581";"1486080";"66391";"28833";"285076";"592";"96";"94761";"53613";"110030";"213034";"177304";"66437";"2153";"449";"486";"420";"416";"0";"1948";"0";"433";"0";"11015";"6563";"57755";"1318";"88";"0";"0";"12802";"183";"36";"337";"8602";"0";"59156";"3644";"116";"0";"6166";"12392";"6308";"83800";"178563";"182159";"14805";"25";"107147";"0";"50255";"0";"2487";"0";"3886";"120981";"22300";"65035";"21680";"15949";"57648";"12578";"50448";"0";"60506";"0";"178595";"0";"0";"0";"0";"0";"379";"2012";"134612";"15700";"0";"617458";"0";"0";"0";"0";"84";"7983238"
"2017/Ago";"0";"216447";"0";"209092";"13465";"169106";"23155";"9458";"3151";"2837874";"1614738";"68494";"27395";"293586";"512";"97";"112381";"67024";"142979";"258573";"212928";"76941";"7993";"4509";"5475";"5634";"5165";"0";"2190";"0";"386";"0";"10745";"5997";"30659";"1178";"60";"0";"0";"13009";"142";"23";"300";"6528";"0";"35744";"3755";"115";"0";"7092";"10130";"7285";"96280";"180694";"89993";"17530";"35";"128191";"0";"43248";"0";"32278";"0";"5503";"137246";"22820";"69479";"21753";"16456";"62854";"13195";"52767";"0";"54150";"0";"185404";"0";"0";"0";"0";"0";"386";"1991";"153332";"15148";"0";"676569";"0";"0";"0";"0";"117";"8598929"
"2017/Set";"0";"218313";"0";"182399";"24135";"154619";"36471";"11958";"4064";"4050966";"2627822";"270805";"125837";"993942";"50511";"34212";"307202";"216982";"426596";"864810";"665947";"319024";"8175";"3140";"3767";"4002";"3880";"0";"1847";"0";"554";"0";"23415";"12059";"103702";"1666";"69";"0";"0";"34613";"129";"29";"409";"12295";"0";"57711";"5337";"106";"0";"17131";"10369";"11006";"91800";"176561";"55244";"18282";"16";"116327";"0";"36990";"0";"21973";"0";"3970";"127019";"24571";"62238";"24544";"18028";"61096";"14363";"50139";"0";"44921";"0";"176479";"0";"0";"0";"0";"0";"498";"2013";"140975";"21179";"0";"664942";"0";"0";"0";"0";"50362";"13906556"
"2017/Out";"0";"204509";"0";"203844";"22352";"172284";"35406";"15347";"3995";"2793202";"1522354";"96496";"48205";"323459";"2412";"1323";"89794";"46524";"81196";"165672";"126968";"56144";"7479";"1827";"2100";"2340";"2448";"0";"1903";"0";"267";"0";"11564";"4890";"91770";"1206";"87";"0";"0";"15545";"120";"17";"328";"4886";"0";"82311";"3547";"89";"0";"7684";"8064";"6683";"89368";"565920";"69454";"14502";"10";"114168";"0";"44544";"0";"14500";"0";"3962";"126066";"21154";"65513";"20552";"15251";"52364";"11921";"50028";"0";"43536";"0";"206730";"0";"0";"0";"0";"0";"435";"1871";"150504";"13484";"0";"594962";"0";"0";"0";"0";"1779";"8561219"
"2017/Nov";"0";"200693";"0";"206268";"21101";"168730";"39050";"14736";"5157";"2661954";"1449972";"82530";"42205";"290922";"404";"38";"70478";"32430";"53375";"109007";"78734";"33905";"8234";"1595";"1949";"2476";"2620";"0";"1898";"0";"273";"0";"9293";"4132";"83261";"941";"64";"0";"0";"11348";"129";"20";"262";"4235";"0";"77571";"2785";"90";"0";"5781";"6463";"5592";"76110";"559294";"56627";"12185";"7";"101239";"0";"31862";"0";"16148";"0";"3070";"111345";"18590";"59844";"18114";"13349";"45948";"10535";"43199";"0";"40515";"0";"201094";"0";"0";"0";"0";"0";"321";"1648";"154510";"10415";"0";"543818";"0";"0";"0";"0";"90";"7922578"
